velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
6-9	s.r.o.	06454461	VAPE Catering s.r.o.	Výroba ostatních potravinářských výrobků j. n.; Destilace, rektifikace a míchaní lihovin; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2017	Raspenava	46401	Václav Senohrábek; Kateřina Jirečková	10890;11010;461;46900;471;55109;56100;77290	Liberec	2017-09-21
1-5	s.r.o.	06883036	JAM Group s.r.o.	Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Úklidové činnosti	aktivní	ano	2018	Raspenava	46401	Josef Janků	38110;4120;461;46900;471;52100;812	Liberec	2018-02-21
1-5	s.r.o.	06884644	JAKOPEM s.r.o.	Těžba a dobývání ostatních nerostných surovin; Výroba koksu a rafinovaných ropných produktů; Výroba ostatních nekovových minerálních výrobků; Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti cestovních agentur; Úklidové činnosti; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ano	2018	Raspenava	46401	Jaroslav Kopecký	08;19;23;25110;25610;28;29100;38110;4120;431;461;46900;471;55109;68310;74300;77290;79110;812;93290	Liberec	2018-02-21
6-9	s.r.o.	07098651	Firma VRŠŤALA  s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Výstavba bytových a nebytových budov; Příprava staveniště; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba betonových výrobků pro stavební účely; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	2018	Raspenava	46401	Tomáš Plechatý	46900;471;4120;43120;16100;23610;00	Liberec	2018-05-03
1-5	s.r.o.	07834713	Levandulovna s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Živočišná výroba; Smíšené hospodaření; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro rostlinnou výrobu; Výroba potravinářských výrobků; Destilace, rektifikace a míchaní lihovin; Výroba oděvů; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba neelektrických spotřebičů převážně pro domácnost; Ostatní zpracovatelský průmysl; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Poskytování osobních služeb	aktivní	ano	2019	Raspenava	46401	Adéla Heindorferová	00;01493;01500;016;01610;10;11010;14;16100;27520;32;43120;46900;471;52;55;56100;6820;82110;855;90020;96010	Liberec	2019-01-24
1-5	s.r.o.	07842791	DROMMANDE Trade s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2019	Raspenava	46401	Martin Krčmář	00;6820	Liberec	2019-01-31
25-49	s.r.o.	07859074	CzechFibre, spol. s r.o.	Výroba textilií; Sběr odpadů, kromě nebezpečných; Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ano	2019	Raspenava	46401	Milan Kolský; Martin Solnička; Ondřej Dvořák	13;3811;46190;46900;47;68320	Liberec	2019-02-04
neuv.	s.r.o.	07957815	NISA Business s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Překladatelské a tlumočnické činnosti	aktivní	ano	2019	Raspenava	46401	Tomáš Šeben; Martin Krčmář	00;38110;45200;46900;471;52100;74300	Liberec	2019-03-21
10-19	s.r.o.	08105383	MR Tech Servis s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Zprostředkování v oblasti nemovitostí	aktivní	ano	2019	Raspenava	46401	Renata Aygören	00;38110;46900;471;52100;68310	Liberec	2019-04-23
neuv.	s.r.o.	08160040	VODAK s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2019	Raspenava	46401	Martin Vodák	46900;471	Liberec	2019-05-13
50-99	s.r.o.	09935428	kalitur s.r.o.	Výroba elektronických součástek a desek; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	2021	Raspenava	46401	Libor Turský	261;32;46900;471;00	Liberec	2021-03-08
1-5	s.r.o.	09959289	PATRON HUBERT s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Živočišná výroba; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výroba potravinářských výrobků; Destilace, rektifikace a míchaní lihovin; Výroba oděvů; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba kovových výrobků, kromě strojů a zařízení; Instalace průmyslových strojů a zařízení; Výstavba bytových a nebytových budov; Příprava staveniště; Kompletační a dokončovací stavební práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.; Poskytování osobních služeb	aktivní	ano	2021	Raspenava	46401	Věra Jurkovičová	00;01493;016;10;11010;14;16100;257;33200;4120;43120;433;46900;471;55;56100;6820;69200;772;812;82110;855;90020;93190;96090	Liberec	2021-02-25
neuv.	s.r.o.	10661409	bloo s.r.o.	Počítačové programování, poradenství a související činnosti; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Reklamní činnosti; Specializované návrhářské činnosti; Fotografické činnosti	aktivní	ne	2021	Raspenava	46401	Zdeněk Kindl	620;7112;712;721;731;74100;74200	Liberec	2021-03-11
neuv.	s.r.o.	11640065	MARKSEL Consulting s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Skladování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti reklamních agentur	aktivní	ne	2021	Raspenava	46401		00;46900;52100;6820;73110	Liberec	2021-07-09
neuv.	s.r.o.	11809302	RASPENAVA DISTILLERY s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2021	Raspenava	46401	Renata Aygören	6820	Liberec	2021-09-02
neuv.	s.r.o.	11896353	Carlook s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní zpracovatelský průmysl; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Ostatní pozemní osobní doprava j. n.; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Počítačové programování, poradenství a související činnosti; Reklamní činnosti; Fotografické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu	aktivní	ano	2021	Raspenava	46401	Jiří Tomáš	00;32;43120;46900;471;47790;49399;52;55;620;731;74200;772;812;90020;95220	Liberec	2021-09-30
1-5	s.r.o.	19424035	SG novator s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2023	Raspenava	46401	František Štorek	00;11010;43220;471;56100;6820;952	Liberec	2023-06-09
neuv.	s.r.o.	19754990	Koritsimu s.r.o.	Poskytování ubytování; Specializované návrhářské činnosti	aktivní	ne	2023	Raspenava	46401	Petra Raisová	55;74100	Liberec	2023-09-25
neuv.	s.r.o.	19851537	OKNA SEVER s.r.o.	Příprava staveniště; Kompletační a dokončovací stavební práce; Velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2023	Raspenava	46401	Patrik Macháček	43120;433;46;471	Liberec	2023-10-24
neuv.	s.r.o.	21515760	ŘEZNICKOVÁ správa majetku s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2024	Raspenava	46401	Lucie Řezníčková	6820;00;855;73110;772	Liberec	2024-04-26
neuv.	s.r.o.	21515816	PELETKY NA TOPENÍ - Liberec s.r.o.	Maloobchod s ostatním novým zbožím; Velkoobchod	aktivní	ne	2024	Raspenava	46401	Lucie Řezníčková	47782;46	Liberec	2024-04-26
neuv.	s.r.o.	21644357	JR-MONEY s.r.o.	Činnosti reklamních agentur; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Velkoobchod; Ostatní vzdělávání; Pronájem a správa vlastních nebo pronajatých nemovitostí; Maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2024	Raspenava	46401	Renata Jirková	73110;00;46;855;6820;47;772	Liberec	2024-05-24
neuv.	s.r.o.	21644535	Svoboda správa majetku s.r.o.	Činnosti reklamních agentur; Velkoobchod; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2024	Raspenava	46401	Václav Svoboda	73110;46;855;00;6820;47;772	Liberec	2024-05-24
neuv.	s.r.o.	21700851	Freedlantsko.group s.r.o.	Velkoobchod; Administrativní a kancelářské činnosti; Výroba oděvů; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní zpracovatelský průmysl; Poskytování ubytování; Výroba nožířských výrobků, nástrojů a železářských výrobků; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Technické zkoušky a analýzy; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výzkum a vývoj v oblasti přírodních a technických věd; Činnosti reklamních agentur; Činnosti webových vyhledávacích portálů; Poskytování osobních služeb; Inženýrské činnosti a související technické poradenství; Počítačové programování, poradenství a související činnosti; Úklidové činnosti; Fotografické činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Specializované návrhářské činnosti; Překladatelské a tlumočnické činnosti	aktivní	ano	2024	Raspenava	46401	Petr Bíma	46;82110;14;772;32;55;256;471;52;71209;00;7219;73110;63910;96090;7112;620;812;74200;90020;95220;74100;74300	Liberec	2024-06-17
10-19	s.r.o.	22773479	Müsing CZ s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2012	Raspenava	46401	Jörn Müsing; Volker Müsing	461;46900;471;77290	Liberec	2012-03-23
neuv.	s.r.o.	22792481	KK autoslužby, s.r.o.	Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ne	2012	Raspenava	46401	Kamil Kaňka	68320	Liberec	2012-04-03
neuv.	s.r.o.	23650591	Inferno Press s.r.o.	Technické zkoušky a analýzy; Umělecká tvorba a činnosti v oblasti scénických umění; Ostatní vzdělávání; Inženýrské činnosti a související technické poradenství; Výroba papíru a výrobků z papíru; Úklidové činnosti; Překladatelské a tlumočnické činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výzkum a vývoj v oblasti přírodních a technických věd; Činnosti reklamních agentur; Činnosti webových vyhledávacích portálů; Poskytování osobních služeb; Výroba oděvů; Počítačové programování, poradenství a související činnosti; Administrativní a kancelářské činnosti; Výroba nožířských výrobků, nástrojů a železářských výrobků; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Nespecializovaný maloobchod; Fotografické činnosti; Skladování a podpůrné činnosti pro dopravu; Ostatní zpracovatelský průmysl; Poskytování ubytování; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Specializované návrhářské činnosti	aktivní	ne	2025	Raspenava	46401	Petr Bíma	71209;90020;855;7112;17;81290;74300;00;7219;73110;63910;96090;14;620;82110;256;77290;471;74200;52;32;55;95220;74100	Liberec	2025-08-29
neuv.	s.r.o.	23798572	Dům v Pekle s.r.o.	Úklidové činnosti; Poskytování ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný maloobchod; Nespecializovaný velkoobchod; Poskytování osobních služeb; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	2025	Raspenava	46401	Ondřej Němec; Jan Tlapák	81290;55;6820;471;46900;96090;00	Liberec	2025-10-02
10-19	s.r.o.	25018701	ALFA FARSKÝ s.r.o.	Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba zdvihacích a manipulačních zařízení; Truhlářské práce; Nespecializovaný maloobchod	aktivní	ano	1997	Raspenava	46401	Slavomír Farský; Martin Farský; Aleš Farský	25620;257;28220;43320;471	Liberec	1997-04-10
neuv.	s.r.o.	25249495	The Caisls s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2000	Raspenava	46401	Petr Caisl; Zuzana Caislová	6820	Liberec	2000-10-09
250-499	s.r.o.	25427504	NOVUS Česko s.r.o.	Výroba ostatních kovových výrobků j. n.; Nespecializovaný maloobchod; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2001	Raspenava	46401	Karel Drapák; Andreas Stepping; Jan Krsek; Robert Hanke	25990;471;702;74	Liberec	2001-02-26
50-99	s.r.o.	25438841	FOLDA, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Lov a odchyt divokých zvířat a související činnosti; Podpůrné činnosti pro lesnictví; Zpracování a konzervování masa a výroba masných výrobků; Výstavba bytových a nebytových budov; Velkoobchod s masem, masnými výrobky, rybami a rybími výrobky; Maloobchod s masem a masnými výrobky; Silniční nákladní doprava; Technické zkoušky a analýzy; Ostatní vzdělávání	aktivní	ano	2001	Raspenava	46401	Jiří Folda; Roman Folda; Luděk Folda	00;016;01700;02400;101;4120;46320;47220;49410;712;855	Liberec	2001-11-28
25-49	s.r.o.	25493558	Killich s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2004	Raspenava	46401	Petr Killich	461;46900;4778;772	Liberec	2004-08-21
1-5	s.r.o.	25498380	LUEX s.r.o.	Ostatní specializované stavební činnosti j. n.; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Maloobchod s použitým zbožím; Ostatní poskytování úvěrů j. n.; Zprostředkování v oblasti nemovitostí; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2004	Raspenava	46401	Martina Horáčková	4399;46900;4778;47790;64929;68310;74;772	Liberec	2004-12-02
1-5	s.r.o.	27318354	FARMA PEKLO s.r.o.	Pěstování plodin jiných než trvalých; Živočišná výroba; Smíšené hospodaření; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Opravy a údržba motorových vozidel, kromě motocyklů; Příprava staveniště; Opravy a údržba kovových výrobků, strojů a zařízení	aktivní	ano	2007	Raspenava	46401	František Horký; Otakar Horký	011;014;01500;016;45200;43120;331	Liberec	2007-03-28
10-19	s.r.o.	28704045	KAREL KLOUČEK ŘEZNICTVÍ A UZENÁŘSTVÍ s.r.o.	Zpracování a konzervování masa a výroba masných výrobků; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Skladování; Ubytování v hotelích a podobných ubytovacích zařízeních; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2009	Raspenava	46401	Petra Kloučková; Karel Klouček	101;461;46900;47;52100;55109;772	Liberec	2009-07-01
neuv.	s.r.o.	28730691	ANHUKUDA, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ne	2010	Raspenava	46401	Andrea Sommerová	461;46900;47;55109;56100	Liberec	2010-08-18
50-99	s.r.o.	28745990	MILKOM SERVIS s.r.o.	Destilace, rektifikace a míchaní lihovin; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti j. n.; Úklidové činnosti; Ostatní vzdělávání	aktivní	ano	2011	Raspenava	46401	Pavel Mach	11010;38;43120;461;46900;471;49410;6820;7112;7490;81290;855	Liberec	2011-07-25
1-5	s.r.o.	28750616	Statek Pod Smrkem, s.r.o.	Rostlinná a živočišná výroba, myslivost a související činnosti; Smíšené hospodaření; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro lesnictví; Sladkovodní rybolov; Opravy a údržba kovových výrobků, strojů a zařízení; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2011	Raspenava	46401	Markéta Horká; František Horký; Otakar Horký	01;01500;016;02400;03120;331;43120;45200;46900;471	Liberec	2011-12-06
neuv.	s.r.o.	44564023	OAD, s.r.o.	Silniční nákladní doprava	aktivní	ne	1992	Raspenava	46401	Zděnka Outratová	49410	Liberec	1992-03-06
25-49	s.r.o.	49901672	JIZERSKOHORSKÁ STROJÍRNA, spol. s r.o.	Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Instalace rozvodů vody, odpadu, topení a klimatizace; Účetnické a auditorské činnosti; daňové poradenství	aktivní	ano	1993	Raspenava	46401	Vladimír Hanzl	25620;25730;43220;69200	Liberec	1993-12-15
neuv.	s.r.o.	61536156	TRUBOL spol. s r.o., TRUBOL GmbH, TRUBOL LTD	Výroba pletených a háčkovaných oděvů; Výroba ostatních výrobků stavebního truhlářství a tesařství; Výroba plastových výrobků; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod	aktivní	ne	1994			Petr Horák; Ivo Lesák	14130;16230;222;461;471		1994-09-06
neuv.	s.r.o.	62241699	YVERO, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti; Ostatní činnosti související se zdravotní péčí	aktivní	ne	1994			Roman Červinka	461;471;6820;74;86909		1994-12-12
neuv.	s.r.o.	62244591	ALARA spol. s r.o.	Nespecializovaný maloobchod	aktivní	ne	1995			Birol Aygören	471		1995-01-17
10-19	s.r.o.	62738470	JHS TECHNOLOGY, s.r.o.	Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení	aktivní	ano	1995	Raspenava	46401	Marek Hanzl; Vladimír Hanzl	25620;25720	Liberec	1995-02-13
neuv.	a.s.	26707292	PEZ a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím	aktivní	ne	2002	Raspenava	46401	Martin Krčmář	00;6820;46750	Liberec	2002-06-24
1-5	s.r.o.	01823094	TOBI FOOD s.r.o.	Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2016	Nové Město pod Smrkem	46365	Trong Trung Nguyen; Thu Huong Do	11010;46900;471	Liberec	2016-12-02
neuv.	s.r.o.	03673626	Jizo s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2014	Nové Město pod Smrkem	46365	Pavel Boček; Filip Jediný	00;016;461;46900;471	Liberec	2014-12-30
neuv.	s.r.o.	03731685	Adiona s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ne	2015	Nové Město pod Smrkem	46365	Filip Jediný	00;016;461;46900;471	Liberec	2015-01-21
1-5	s.r.o.	04251334	Truhlářská zóna s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Živočišná výroba; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro rostlinnou výrobu; Pěstování lesa a jiné činnosti v oblasti lesnictví; Podpůrné činnosti pro lesnictví; Výroba nábytku; Výroba nábytku; Výroba nábytku; Výroba nábytku; Truhlářské práce; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2015	Nové Město pod Smrkem	46365	Lukáš Novotný	00;01493;016;01610;02100;02400;31;31010;31020;31090;43320;461;46900;471;7112;74909;77290	Liberec	2015-07-16
neuv.	s.r.o.	04678656	Suprost s.r.o.	Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2015	Nové Město pod Smrkem	46365	Daniel Suk	4120;461;46900;471;6820	Liberec	2015-12-30
