velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
1-5	s.r.o.	04335201	EIS Electro Inspection Services s.r.o.	Instalace průmyslových strojů a zařízení; Ostatní vzdělávání; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ano	2015	Frýdlant	46401	Ivana Sluka	33200;855;7112;71209	Liberec	2015-08-21
1-5	s.r.o.	03949141	Free-Santo s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Administrativní a kancelářské činnosti	aktivní	ano	2015	Frýdlant	46401	Eva Hrdličková	46900;471;821	Liberec	2015-04-01
1-5	s.r.o.	03760448	CYMSTAV s.r.o.	Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2015	Frýdlant	46401	Josef Cymbál	16100;4120;431;461;46900;471;77290	Liberec	2015-02-02
1-5	s.r.o.	03668410	M.D. Frýdlant s.r.o.	Výroba lékařských a dentálních nástrojů a potřeb; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti j. n.; Ostatní vzdělávání j. n.; Zdravotní péče	aktivní	ne	2014	Frýdlant	46401	Vlasta Holcová; Mirko Holec	32500;46900;471;74909;8559;86	Liberec	2014-12-23
1-5	s.r.o.	03102912	Hoši v koši s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Reklamní činnosti	aktivní	ano	2014	Frýdlant	46331	Ivan Kábele	461;46900;471;731	Liberec	2014-06-12
1-5	s.r.o.	03054624	PRAKTIK FRÝDLANT s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Všeobecná ambulantní zdravotní péče	aktivní	ne	2014	Kunratice	46401	Jiří Poděbradský	46900;471;86210	Liberec	2014-05-29
1-5	s.r.o.	02569949	ENWER s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba strojů a zařízení j. n.; Demolice a příprava staveniště; Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2014	Frýdlant	46401	Zbyněk Kubát	257;28;431;43220;46900;471	Liberec	2014-01-23
1-5	s.r.o.	02434237	MelkaTrade s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba strojů a zařízení j. n.; Elektrické instalace; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Ubytování v hotelích a podobných ubytovacích zařízeních; Počítačové programování, poradenství a související činnosti; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2013	Frýdlant	46401	Iveta Melková; Petr Melka	00;261;28;43210;461;46900;471;52100;55109;620;68310;68320;7112;71209;731;74909;77290	Liberec	2013-12-23
1-5	s.r.o.	01661051	DUPONAS s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2013	Frýdlant	46401	Marco Korsowski	461;4690;471	Liberec	2013-05-20
neuv.	s.r.o.	61535869	Damis plus, společnost s ručením omezeným, zkráceně: Damis plus s.r.o.	Nespecializovaný maloobchod; Architektonické a inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Ostatní odborné, vědecké a technické činnosti; Činnosti související se zaměstnáním	aktivní	ne	1994			František Salač; Michal Salač	471;711;7120;74;78		1994-09-01
neuv.	s.r.o.	61534471	Forst service Šuška, spol. s r.o. v likvidaci	Lesnictví a těžba dřeva; Velkoobchod s motocykly a jejich díly a příslušenstvím	aktivní	ne	1994	Frýdlant	46401	Milan Šuška	02;46730	Liberec	1994-08-03
neuv.	s.r.o.	61327875	TZ car spol. s r.o.	Silniční nákladní doprava; Pronájem a leasing osobních automobilů a lehkých motorových vozidel	aktivní	ne	1994	Frýdlant	46401	Miroslav Tůma; František Zajíček	49410;77110	Liberec	1994-09-26
neuv.	s.r.o.	61327387	EURO EXIM, EXPORT - IMPORT, spol. s r.o., zkráceně: EURO EXIM, spol. s r.o.	Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Účetnické a auditorské činnosti; daňové poradenství; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing osobních automobilů a lehkých motorových vozidel	aktivní	ne	1994	Frýdlant	46401	Jiří Hubyč	471;5510;69200;74;77110	Liberec	1994-06-29
neuv.	s.r.o.	60276941	ALTO TRIO s.r.o.	Výstavba bytových a nebytových budov	aktivní	ne	1994	Frýdlant	46401	Josef Benda	4120	Liberec	1994-02-08
neuv.	s.r.o.	60276355	TIERRA spol. s r.o.	Výroba elektronických součástek a desek; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ano	1994	Frýdlant	46401		261;45200;46900;471;47790;7112;71209	Liberec	1994-02-01
neuv.	s.r.o.	49905201	B & F  spol. s r.o.	Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi se dřevem a stavebními materiály; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Maloobchod s použitým zbožím	aktivní	ne	1994	Frýdlant	46401	Petr Fisenko; František Bachtík	41202;46130;467;47790	Liberec	1994-01-13
neuv.	s.r.o.	48293041	HIPPE spol. s r.o.	Výroba plastových výrobků	aktivní	ne	1993	Frýdlant	46401	Peter Decker	222	Liberec	1993-07-28
neuv.	s.r.o.	48291889	ASCENT, spol. s r.o.	Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti maloobchodu	aktivní	ne	1993	Frýdlant	46401	Jiří Sojka	46900;4778;47990	Liberec	1993-06-29
neuv.	s.r.o.	47781157	LEBAS s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Ostatní vzdělávání; Činnosti autoškol	aktivní	ne	1993	Frýdlant	46401	Štěpánka Lebedová	00;46900;471;4778;855;8553	Liberec	1993-01-04
neuv.	s.r.o.	47286687	F M W Liberec s.r.o.	Nespecializovaný maloobchod	aktivní	ne	1992			Miroslav Mládek	471		1992-09-16
neuv.	s.r.o.	47286369	EUROPETRANSPORT s.r.o., v likvidaci	Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Nespecializovaný maloobchod; Silniční nákladní doprava; Ostatní poštovní a kurýrní činnosti	aktivní	ne	1992				38;471;49410;53200		1992-09-24
neuv.	s.r.o.	44569246	EKO TRANS spol. s r.o.	Výstavba bytových a nebytových budov; Sklenářské, malířské a natěračské práce; Nespecializovaný maloobchod	aktivní	ne	1992			Pavel Krištofek	4120;4334;471		1992-04-23
neuv.	s.r.o.	44566085	TĚRESTVA s.r.o.	Výroba ostatních elektrických zařízení; Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ne	1992			Denys Gadzhylov	27900;4120;461;471;711		1992-04-13
neuv.	s.r.o.	44565232	L E S O N A , společnost s ručením omezeným	Lesnictví a těžba dřeva	aktivní	ne	1992			Jiří Hušek; Miroslav Němec; Vladimír Möller; Jan Štěrba; Robert Hrádek; Bruno Kraus	02		1992-03-18
neuv.	s.r.o.	28719999	AR oil s.r.o.	Výroba rafinovaných ropných produktů a produktů z fosilních paliv; Sběr nebezpečných odpadů; Maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Inženýrské činnosti a související technické poradenství; Sběr odpadů, kromě nebezpečných; Velkoobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Úklidové činnosti; Technické zkoušky a analýzy; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	2010	Frýdlant	46401	Jan Rasl	19200;38120;47;77290;7112;38110;46;6820;81290;71209;00	Liberec	2010-03-18
neuv.	s.r.o.	28700503	Triloxx s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Skladování; Ostatní poštovní a kurýrní činnosti	aktivní	ano	2009	Frýdlant	46401	Kateřina Folprechtová; Veronika Šírková	461;52100;53200	Liberec	2009-05-18
neuv.	s.r.o.	27701921	Bernoster/Baarslag, s.r.o.	Ubytování v hotelích a podobných ubytovacích zařízeních; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2006	Frýdlant	46331	Adrianus Johannes Bernoster; Aldina Baarslag	5510;6820	Liberec	2006-09-15
neuv.	s.r.o.	27357881	FRYDAP, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Činnosti autoškol	aktivní	ne	2008	Frýdlant	46401	Štěpánka Lebedová	00;471;49393;49410;8553	Liberec	2008-05-07
neuv.	s.r.o.	27318966	Pivovar Albrecht s.r.o.	Výroba ostatních potravinářských výrobků j. n.; Destilace, rektifikace a míchaní lihovin; Výroba piva; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Fotografické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Činnosti cestovních agentur; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Poskytování osobních služeb	aktivní	ano	2007	Frýdlant	46401	Marek Vávra	10890;11010;11050;16100;461;46900;471;52100;55109;68310;731;74200;7490;79110;855;90020;96010	Liberec	2007-04-02
neuv.	s.r.o.	27286479	KORATEX s.r.o.	Výroba ostatních textilií; Zprostředkování v oblasti velkoobchodu za provizi; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006	Frýdlant	46401	Petr Sirůček	139;461;74	Liberec	2006-02-15
neuv.	s.r.o.	27272231	BOHEMIA BUILDING spol. s r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výstavba bytových a nebytových budov	aktivní	ano	2005	Frýdlant	46401	Miloslav Jirounek	00;4120	Liberec	2005-06-13
neuv.	s.r.o.	27270998	ZC - TRADE s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2005	Frýdlant	46401	Ivan Zverka	461;46900;471;4778;74	Liberec	2005-06-06
neuv.	s.r.o.	26858436	INDIAN GALLERY, s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ne	2005			Josef Lanc	46900;47190;4778		2005-04-13
neuv.	s.r.o.	26852993	VASTOL PRO s.r.o. "v likvidaci"	Výroba ostatních výrobků stavebního truhlářství a tesařství; Maloobchod s použitým zbožím	aktivní	ne	2005			Pavla Běčáková	16230;47790		2005-01-31
neuv.	s.r.o.	26849046	CZECH-POL SILESIA s.r.o. "v likvidaci"	Nespecializovaný velkoobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2004			Václav Prachař	46900;74		2004-12-20
neuv.	s.r.o.	26756323	GARPELLI s.r.o.	Výroba motorových vozidel; Výroba karoserií motorových vozidel; výroba přívěsů a návěsů; Nespecializovaný velkoobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	2003			Július Csordas	29100;29200;46900;6820;702		2003-02-03
neuv.	s.r.o.	26686597	KAYTEX spol. s r.o	Maloobchod s ostatním novým zbožím	aktivní	ne	2002			Josef Lanc	4778		2002-03-27
neuv.	s.r.o.	26505843	Valdštejnská, s.r.o.	Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti nemovitostí	aktivní	ne	2002	Frýdlant	46401	Josef Lanc	46900;4778;68310	Liberec	2002-01-21
neuv.	s.r.o.	26376393	VPT Servis s.r.o.	Zprostředkování v oblasti specializovaného velkoobchodu za provizi s ostatním zbožím	aktivní	ne	2004			Romana Olivová	4618		2004-08-25
neuv.	s.r.o.	25899929	RAVITEX, s.r.o.	Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2002	Frýdlant	46401	Josef Lanc	46900;4778;6820	Liberec	2002-01-16
neuv.	s.r.o.	25821369	PPV obchod s.r.o. "v likvidaci"	Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	1998			Petr Paluzga; David Vrobel	471;74		1998-09-25
neuv.	s.r.o.	25658379	TOM - STAV, spol. s r.o.	Výstavba bytových a nebytových budov; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi; Nespecializovaný velkoobchod; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Pátrací a bezpečnostní činnosti	aktivní	ne	1998			Július Csordás	4120;45200;46190;46900;68320;69200;702;731;74;80		1998-04-08
neuv.	s.r.o.	25562355	TONY INDIA, s.r.o.	Nespecializovaný maloobchod; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	1999			Josef Lanc	471;702;74		1999-04-30
neuv.	s.r.o.	25496077	PACIFIC ALKO s.r.o., v likvidaci	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Maloobchod s použitým zbožím	aktivní	ne	2004	Frýdlant	46401	Rndr. Pham Ba Thich	46900;471;4778;47790	Liberec	2004-10-20
neuv.	s.r.o.	25424840	UHLÍŘSTVÍ FRÝDLANT, s.r.o. v likvidaci	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Příprava staveniště; Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný velkoobchod	aktivní	ne	2000	Frýdlant	46401	Eva Kohoutková	00;38110;47110;43120;43220;46900	Liberec	2000-12-22
neuv.	s.r.o.	25405993	KLIMATOP PLUS spol. s r.o., v likvidaci	Výroba klimatizačních zařízení jiných než pro domácnost	aktivní	ne	1999	Frýdlant	46401	Roman Höfler	28250	Liberec	1999-08-18
neuv.	s.r.o.	25401335	B-MEGA TRADE s.r.o.	Nespecializovaný maloobchod; Činnosti heren, kasin a sázkových kanceláří	aktivní	ne	1999	Frýdlant	46401	Michal Zverka; Ivan Zverka	471;92000	Liberec	1999-04-16
neuv.	s.r.o.	25138235	India Bazar spol. s r.o.	Výroba pryžových výrobků; Výroba plastových výrobků; Demolice a příprava staveniště; Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi; Nespecializovaný velkoobchod; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	1997			Ivan Boberskyy	221;222;431;46190;46900;683;702		1997-06-23
neuv.	s.r.o.	25040421	SECURITE FDL s.r.o. v likvidaci	Pátrací a bezpečnostní činnosti	aktivní	ne	1998			Jozef Šteigr	80		1998-08-19
neuv.	s.r.o.	25034111	PÚ s.r.o.	Ostatní zpracovatelský průmysl j. n.; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Počítačové programování, poradenství a související činnosti; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ne	1998	Frýdlant	46401	Karel Krištof; Petra Krištofová	32990;461;471;56100;620;62020;69200;93290	Liberec	1998-03-13
neuv.	s.r.o.	25009656	ubisoft s.r.o."v likvidaci"	Výroba pryžových výrobků; Výroba skla a skleněných výrobků; Výroba ostatních strojů pro speciální účely j. n.; Nespecializovaný maloobchod	aktivní	ne	1996	Frýdlant	46401		221;23190;28990;471	Liberec	1996-10-03
neuv.	s.r.o.	25009630	Frydtex s.r.o., v likvidaci	Pronájem a leasing ostatních strojů, zařízení a hmotných statků	aktivní	ne	1996	Frýdlant	46401		773	Liberec	1996-10-04
neuv.	s.r.o.	25004921	FREESTAV spol. s r.o.	Nespecializovaný maloobchod	aktivní	ne	1996			František Krása	471		1996-06-13
neuv.	s.r.o.	24810576	Spinola s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba ostatních nekovových minerálních výrobků; Příprava staveniště; Velkoobchod s motocykly a jejich díly a příslušenstvím; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Úklidové činnosti	aktivní	ne	2011	Frýdlant	46401	Miloslav Šálek	00;23;43120;46730;471;6820;7112;71209;731;812	Liberec	2011-02-21
neuv.	s.r.o.	24489701	SWITCH BAR s.r.o.	Fotografické činnosti; Výroba klenotů a příbuzných výrobků; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Destilace, rektifikace a míchaní lihovin; Výroba nožířských výrobků, nástrojů a železářských výrobků; Činnosti reklamních agentur; Maloobchod s použitým zbožím; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Maloobchod; Umělecká tvorba a činnosti v oblasti scénických umění; Příprava staveniště; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Velkoobchod; Specializované návrhářské činnosti; Výroba ostatních nekovových minerálních výrobků; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ne	2026	Frýdlant	46331	Štěpán Koníř	74200;32120;95220;00;855;11010;256;73110;47790;77290;47;90020;43120;16100;46;74100;23;56100	Liberec	2026-02-16
neuv.	s.r.o.	24476005	M.P. Trading Business Consulting s.r.o.	Velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Maloobchod; Příprava staveniště	aktivní	ne	2026	Frýdlant	46401	Marcin Piotr Pilipiszyn	46;00;47;43120	Liberec	2026-02-20
neuv.	s.r.o.	24454141	Kings Marketing s.r.o.	Maloobchod; Činnosti reklamních agentur; Velkoobchod; Počítačové programování, poradenství a související činnosti; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ne	2026	Frýdlant	46401	Aleš Hybner; Michael Klinger	47;73110;46;620;855;00	Liberec	2026-02-03
neuv.	s.r.o.	24112356	CML Company Consulting, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ne	2026	Frýdlant	46401	Zdeněk Kopal	00	Liberec	2026-01-02
neuv.	s.r.o.	23728701	Pottery20 s.r.o.	Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Překladatelské a tlumočnické činnosti; Výroba oděvů; Nespecializovaný maloobchod; Výroba ostatních nekovových minerálních výrobků; Fotografické činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Ostatní vzdělávání; Výroba nožířských výrobků, nástrojů a železářských výrobků; Ostatní zpracovatelský průmysl; Činnosti reklamních agentur; Nespecializovaný velkoobchod	aktivní	ne	2025	Frýdlant	46331	Štěpán Koníř; Anna Konířová; Jan Hubal	16100;00;74300;14;471;23;74200;90020;855;256;32;73110;46900	Liberec	2025-09-19
neuv.	s.r.o.	23569239	Mix & Mood s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba nábytku; Poskytování ubytování; Umělecká tvorba a činnosti v oblasti scénických umění; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Výroba konstrukčních kovových výrobků; Specializované návrhářské činnosti; Ostatní zpracovatelský průmysl; Destilace, rektifikace a míchaní lihovin; Výroba oděvů; Pronájem a správa vlastních nebo pronajatých nemovitostí; Příprava staveniště; Výroba pryžových a plastových výrobků; Opravy a údržba obuvi a kožených výrobků; Inženýrské činnosti a související technické poradenství; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Činnosti reklamních agentur; Výroba potravinářských výrobků	aktivní	ne	2025	Frýdlant	46401	David Dobrík; Antonín Bobek	00;46900;256;310;55;90020;471;77290;56100;251;74100;32;11010;14;6820;43120;22;95230;7112;16100;73110;10	Liberec	2025-08-05
neuv.	s.r.o.	23532327	Morana Production, s.r.o.	Velkoobchod; Výroba oděvů; Fotografické činnosti; Výzkum a vývoj; Reklamní činnosti; Počítačové programování, poradenství a související činnosti; Překladatelské a tlumočnické činnosti; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Specializované návrhářské činnosti; Maloobchod; Inženýrské činnosti a související technické poradenství	aktivní	ne	2025	Frýdlant	46401	Anežka Pokorná	46;14;74200;72;731;620;74300;855;00;74100;47;7112	Liberec	2025-07-25
neuv.	s.r.o.	23391898	NEXT TOBIS s.r.o.	Nespecializovaný velkoobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Poskytování ubytování; Instalace rozvodů vody, odpadu, topení a klimatizace; Příprava staveniště; Nespecializovaný maloobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ne	2025	Frýdlant	46401	Martin Tobiška; Sáva Tobišková	46900;6820;77290;55;43220;43120;471;00	Liberec	2025-06-13
neuv.	s.r.o.	23072270	Camepi s.r.o.	Překladatelské a tlumočnické činnosti; Počítačové programování, poradenství a související činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Činnosti reklamních agentur; Fotografické činnosti; Výroba oděvů; Specializované návrhářské činnosti; Inženýrské činnosti a související technické poradenství	aktivní	ne	2025	Frýdlant	46401	Jan Piroch	74300;620;90020;00;73110;74200;14;74100;7112	Liberec	2025-03-18
neuv.	s.r.o.	22794603	Japonský topol, s.r.o.	Smíšené hospodaření; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Pěstování lesa a jiné činnosti v oblasti lesnictví; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ne	2012	Frýdlant	46401	Antonín Dočekal	01500;016;02100;16100;461;46900;471;68310;7490	Liberec	2012-06-19
neuv.	s.r.o.	22794271	Pinn computers s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba měřicích, zkušebních a časoměrných přístrojů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Ubytování v hotelích a podobných ubytovacích zařízeních; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Počítačové programování, poradenství a související činnosti; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ano	2012	Frýdlant	46401	Michal Dunajčík	00;261;265;461;46900;471;47790;55109;58190;620;68320;7112;731;7490	Liberec	2012-05-23
neuv.	s.r.o.	22772553	Cool Light s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ne	2012	Frýdlant	46401	Michal Zverka; Petr Zbořil	46900;471	Liberec	2012-02-02
neuv.	s.r.o.	22538178	Frýdlantská stavební společnost s ručením omezeným	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výstavba bytových a nebytových budov; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2025	Frýdlant	46401	Michal Dunajčík	00;4120;6820	Liberec	2025-01-30
neuv.	s.r.o.	22282386	DŘEVOSTAVBYMICHAL s.r.o.	Výstavba bytových a nebytových budov; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Poskytování ubytování; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Příprava staveniště; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný maloobchod	aktivní	ano	2024	Frýdlant	46401	Michal Štěpánek	4120;00;55;772;43120;6820;471	Liberec	2024-11-20
neuv.	s.r.o.	22213180	LC - Frýdlant s.r.o.	Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný velkoobchod	aktivní	ano	2024	Frýdlant	46401	Jan Rasl	471;6820;46900	Liberec	2024-11-08
neuv.	s.r.o.	22122630	JALESA Rent s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2024	Frýdlant	46401	Ladislava Jirásková; Jan Šalamon	6820	Liberec	2024-10-04
neuv.	s.r.o.	21535591	Nisa Energy s.r.o.	Nespecializovaný maloobchod; Velkoobchod; Skladování a podpůrné činnosti pro dopravu	aktivní	ne	2024	Frýdlant	46401	Artur Gauden	471;46;52	Liberec	2024-05-02
neuv.	s.r.o.	19991495	Denny & Davillo s.r.o.	Velkoobchod; Umělecká tvorba a činnosti v oblasti scénických umění; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Příprava staveniště; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný maloobchod; Činnosti reklamních agentur	aktivní	ne	2023	Frýdlant	46401	David Dobrík; Dalibor Hronek	46;90020;00;11010;43120;56100;6820;471;73110	Liberec	2023-12-06
neuv.	s.r.o.	19431538	Okna Frýdlant s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti	aktivní	ano	2023	Frýdlant	46401	Natasza Maria Jarosch; Patrycja Marta Jarosch	00;261;27;43120;46900;471;52;6820;7112;71209;772;82110	Liberec	2023-06-12
