velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
neuv.	s.r.o.	27301753	Fenomén Ještěd s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti maloobchodu; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006	Liberec	46001	Jiří Jiroutek	461;471;4778;47990;581;702;711;731;74	Liberec	2006-08-25
neuv.	s.r.o.	27301001	SHAKE CLUB 66 s.r.o.	Zprostředkování v oblasti maloobchodu; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Ostatní vzdělávání; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ne	2006	Liberec	46001	Achim Šipl	47990;56100;855;93290	Liberec	2006-08-09
neuv.	s.r.o.	27300579	CrashExpert s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2006			Aleš Dvořák	461;74;772		2006-08-02
neuv.	s.r.o.	27300218	VM stavební, s.r.o.	Nespecializovaný velkoobchod; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2006	Liberec	46006	Vladimír Metelec	46900;711	Liberec	2006-08-15
neuv.	s.r.o.	27299333	AGEKON CZ s.r.o.	Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků	aktivní	ano	2006	Liberec	46014	Jiří Strýček	683;702	Liberec	2006-08-02
neuv.	s.r.o.	27299015	DERATOM SERVIS s.r.o.	Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro rostlinnou výrobu; Sběr odpadů, kromě nebezpečných; Zprostředkování v oblasti velkoobchodu za provizi; Ostatní odborné, vědecké a technické činnosti j. n.; Úklidové činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání j. n.	aktivní	ne	2006	Liberec	46001	Radek Slačík	016;01610;38110;461;7490;81290;821;8559	Liberec	2006-07-19
neuv.	s.r.o.	27298779	GZ Metal s.r.o.	Výroba a hutní zpracování ostatních neželezných kovů; Skládkování nebo trvalé uložení odpadů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006	Liberec	46311	Žaneta Gáborová	24450;38320;461;46900;471;4778;702;74	Liberec	2006-07-10
neuv.	s.r.o.	27298663	ETP Czech s.r.o.	Činnosti reklamních agentur; Administrativní a kancelářské činnosti; Technické zkoušky a analýzy; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný maloobchod; Velkoobchod	aktivní	ano	2006	Liberec	46001	Pavel Hájek	73110;82110;71209;00;855;6820;471;46	Liberec	2006-07-24
neuv.	s.r.o.	27298001	CFA, s.r.o.	Zprostředkování v oblasti nemovitostí; Překladatelské a tlumočnické činnosti	aktivní	ne	2006	Liberec	46001	Pavel Škoda	68310;74300	Liberec	2006-07-12
neuv.	s.r.o.	27297977	ZELENÉ ÚDOLÍ Plus s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Opravy, údržba a instalace strojů a zařízení; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba zámků a kování; Výroba strojů a zařízení j. n.; Výroba surového železa, oceli a feroslitin; Výroba konstrukčních kovových výrobků; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Poskytování ubytování; Inženýrské činnosti a související technické poradenství; Výroba kovových výrobků, kromě strojů a zařízení; Činnosti reklamních agentur; Výroba pryžových a plastových výrobků; Činnosti cestovních agentur; Překladatelské a tlumočnické činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2006	Liberec	46007	Oliver Hejduk	46900;471;77290;82110;33;265;25620;28;241;251;855;00;55;7112;257;73110;22;79110;74300;6820	Liberec	2006-06-26
neuv.	s.r.o.	27297721	CR System, s.r.o.	Zprostředkování v oblasti maloobchodu; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Ostatní vzdělávání	aktivní	ano	2006	Liberec	46007	Carlos Remedios	47990;620;63;855	Liberec	2006-07-03
neuv.	s.r.o.	27297110	Zimmerei-Hämmerling s.r.o.	Výroba ostatních výrobků stavebního truhlářství a tesařství	aktivní	ne	2006			Erhard Herbert Hämmerling	16230		2006-06-12
neuv.	a.s.	27296351	KoHa Liberec a.s.	Ostatní vzdělávání; Maloobchod s použitým zbožím; Pronájem a správa vlastních nebo pronajatých nemovitostí; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2006			František Vaculík	855;47790;6820;731;772;812;82110;00;38110;43120;46900;471		2006-06-07
neuv.	s.r.o.	27296253	KRIMON ALFA s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ostatní pozemní osobní doprava j. n.; Zprostředkování v oblasti nemovitostí; Pátrací a bezpečnostní činnosti	aktivní	ne	2006			Marcela Čepelková	461;46900;47;49393;68310;80		2006-06-05
neuv.	s.r.o.	27295702	Jeřmanická rozvojová s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Zprostředkování v oblasti nemovitostí; Architektonické a inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006			Miloš Horáček; Jiří Matura; Josef Nadrchal	461;68310;711;74		2006-06-14
neuv.	s.r.o.	27293092	Danielsport s.r.o.	Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ano	2006	Liberec	46001	Daniel Baran	11010;46900;471;56100	Liberec	2006-05-10
neuv.	s.r.o.	27292860	A - IPS s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi	aktivní	ne	2006	Liberec	46007		461	Liberec	2006-04-24
neuv.	s.r.o.	27290751	RENMIL, s.r.o.	Živočišná výroba; Smíšené hospodaření; Lesnictví a těžba dřeva; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006	Liberec	46008	Milan Kožarik	014;01500;02;461;46900;47;68320;74	Liberec	2006-03-22
neuv.	s.r.o.	27290735	Klínovec Real, s.r.o.	Zprostředkování v oblasti nemovitostí	aktivní	ano	2006	Liberec	46005	František Šobr; Ladislav Drda	68310	Liberec	2006-03-23
neuv.	s.r.o.	27290255	Luvini s.r.o.	Nespecializovaný velkoobchod; Skladování	aktivní	ano	2006	Liberec	46001	Lucie Smutná	46900;52100	Liberec	2006-03-17
neuv.	s.r.o.	27289583	REAL CROSS s.r.o.	Zprostředkování v oblasti nemovitostí; Architektonické a inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006	Liberec	46001	Jan Štěrba	68310;711;74	Liberec	2006-03-06
neuv.	s.r.o.	27288862	ANIM, s.r.o.	Těžba a dobývání ostatních nerostných surovin; Výroba pryžových a plastových výrobků; Výroba strojů a zařízení j. n.; Ostatní zpracovatelský průmysl; Shromažďování, úprava a distribuce vody; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Skladování; Podpůrné činnosti pro dopravu; Zprostředkování v oblasti nemovitostí; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti cestovních agentur; Ostatní rezervační a související činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání j. n.; Činnosti v oblasti zábavy a rekreace j. n.; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu	aktivní	ano	2006	Liberec	46008	Martin Kolmann; Imrich Drapák	08;22;28;32;36000;38110;4120;431;461;46900;471;47790;52100;52290;68310;71110;7112;731;77290;79110;79901;821;8559;93290;95220	Liberec	2006-03-16
neuv.	s.r.o.	27288765	NEUHI s.r.o.	Výroba strojů a zařízení j. n.; Nespecializovaný velkoobchod	aktivní	ne	2006	Liberec	46014	Renáta Růžičková	28;46900	Liberec	2006-04-24
neuv.	s.r.o.	27288561	EuroCredit s.r.o.	Výroba pletených a háčkovaných oděvů; Výroba dřevěných, korkových, proutěných a slaměných výrobků; Demolice a příprava staveniště; Kompletační a dokončovací stavební práce; Nespecializovaný velkoobchod; Zprostředkování v oblasti maloobchodu; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2006	Liberec	46006	Martin Čepela	141;162;431;433;46900;47990;68320;702;74;772	Liberec	2006-02-23
neuv.	s.r.o.	27288536	Auridica group, s.r.o.	Nespecializovaný velkoobchod; Činnosti reklamních agentur; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Poradenství v oblasti podnikání a řízení podniků; Řízení a správa finančních trhů; Nespecializovaný maloobchod; Ostatní vzdělávání	aktivní	ne	2006	Liberec	46006	Vítězslav Matějka; Marie Pokorná	46900;73110;00;70220;66110;471;855	Liberec	2006-02-27
neuv.	s.r.o.	27288129	Česká 1, spol. s r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Činnosti reklamních agentur	aktivní	ne	2006			Karel Krenk	46900;471;74300;77290;90020;93190;6820;00;855;73110		2006-03-08
neuv.	s.r.o.	27287823	PL Tex s.r.o.	Pěstování plodin jiných než trvalých; Živočišná výroba; Výroba ostatních technických a průmyslových textilií; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Maloobchod s použitým zbožím; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání; Činnosti v oblasti sportu; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ne	2006	Liberec	46007	Lukáš Plechatý	011;014;13960;461;46900;471;4778;47790;683;68310;702;74;855;931;93290	Liberec	2006-02-13
neuv.	s.r.o.	27286762	PACAN-LIMAPAS s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ne	2006			Pavel Pacan	46900;471;4778		2006-01-31
neuv.	s.r.o.	27286746	25 REALITNÍ JBC s.r.o.	Výroba pryžových a plastových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Velkoobchod s ostatními výrobky převážně pro domácnost; Nespecializovaný maloobchod; Velkoobchod	aktivní	ne	2006	Liberec	46006	Jaroslav Bancíř	22;256;46490;471;46	Liberec	2006-02-13
neuv.	s.r.o.	27286622	UNISAVING s.r.o.	Nespecializovaný maloobchod; Činnosti webových vyhledávacích portálů; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod	aktivní	ano	2006	Liberec	46311	Lukáš Pohanka	471;63910;00;46900	Liberec	2006-01-30
neuv.	s.r.o.	27286304	Erpema s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Architektonické a inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2006			Vladimír Macháček; Eliška Macháčková	461;471;4778;711;74		2006-01-25
neuv.	s.r.o.	27285758	STAR CHART s.r.o., v likvidaci	Nespecializovaný velkoobchod	aktivní	ne	2006			Mohammadreza Kermani; Ahad Kermani	46900		2006-01-16
neuv.	s.r.o.	27285731	MASO RYDVAL s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba potravinářských výrobků; Zpracování a konzervování masa a výroba masných výrobků; Nespecializovaný velkoobchod; Maloobchod s masem a masnými výrobky; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ne	2006	Liberec	46014	Jaroslav Rydval	00;10;101;46900;47220;56100	Liberec	2006-01-16
neuv.	s.r.o.	27285707	Isie Home s.r.o.	Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Ostatní ubytování	aktivní	ne	2006			Hendrika Harmina Geerdink	471;4778;5590		2006-01-23
neuv.	s.r.o.	27285294	JK Technologies s.r.o.	Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2006			Jaroslav Kopta	471;4778;702;711		2006-01-25
neuv.	s.r.o.	27284298	BATES - Jiří Škodný s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2006			Blanka Škodná	461;46900;74		2006-01-12
neuv.	s.r.o.	27283861	Domov - Ještěd s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2006			Leoš Urbánek	461;6820;74;772		2006-01-04
neuv.	s.r.o.	27283852	Sport - Ještěd s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2006	Liberec	46001	Jaroslav Krutský	461;6820;683;74;772	Liberec	2006-01-04
neuv.	s.r.o.	27282431	MHN 7 s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Činnosti v oblasti sportu	aktivní	ano	2005			Evžen Mareš	461;471;4778;731;74;931		2005-11-30
neuv.	s.r.o.	27282341	T-Damil s.r.o.	Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ne	2005	Liberec	46007	Daniel Princ	471;4778	Liberec	2005-11-30
neuv.	s.r.o.	27282040	Contact real plus, s.r.o.	Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Zprostředkování v oblasti nemovitostí	aktivní	ano	2005	Liberec	46014	Michaela Maturová	683;68310	Liberec	2005-11-28
neuv.	s.r.o.	27280551	Certing s.r.o.	Nespecializovaný velkoobchod; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti; Překladatelské a tlumočnické činnosti	aktivní	ano	2005	Liberec	46007	Miloš Zahradník	46900;702;711;74;74300	Liberec	2005-11-07
neuv.	s.r.o.	27278956	ENOZZI s.r.o.	Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Zprostředkování v oblasti nemovitostí; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2005	Liberec	46001	Hana Margarethe Palme	431;461;683;68310;74	Liberec	2005-11-04
neuv.	s.r.o.	27278379	KIPARIS s.r.o., v likvidaci	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Silniční nákladní doprava; Zprostředkování v oblasti nemovitostí	aktivní	ne	2005	Liberec	46001	Tetyana Pohonysheva; Oleg Pogonyshev; Olga Pohonyševa	00;49410;68310	Liberec	2005-09-30
neuv.	s.r.o.	27278204	THERMOSTAR Liberec, s.r.o.	Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný velkoobchod; Účetnické a auditorské činnosti; daňové poradenství	aktivní	ano	2005	Liberec	46312	Dalibor Matouš; Pavel Zavadil	43220;46900;69200	Liberec	2005-09-26
neuv.	s.r.o.	27277933	VIMO, s.r.o. v likvidaci	Opravy a údržba motorových vozidel, kromě motocyklů	aktivní	ne	2005	Liberec	46001		45200	Liberec	2005-09-21
neuv.	s.r.o.	27277712	Stavokonstrukt Liberec s.r.o.	Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2005	Liberec	46311	Ondřej Novák; Jiří Semrád	4120;471;4778;711	Liberec	2005-09-19
neuv.	s.r.o.	27277526	Em-Stavby-Sever s.r.o.	Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti nemovitostí	aktivní	ne	2005	Liberec	46014	Jiří Máslo	4120;471;4778;68310	Liberec	2005-09-13
neuv.	s.r.o.	27277135	FIRE-LB s.r.o.	Výroba oděvů; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství	aktivní	ano	2005	Liberec	46001	Jan Konfršt	14;620;69200	Liberec	2005-09-02
neuv.	s.r.o.	27276601	MaxiMusic.eu, s.r.o.	Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ne	2005	Liberec	46008	Vladimír Blažek	93290	Liberec	2005-08-25
neuv.	s.r.o.	27275833	INVESTMENT COMPANY 2000, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Poskytování osobních služeb; Poskytování osobních služeb	aktivní	ne	2005			Lukáš Martin	00;96020;96040		2005-08-04
neuv.	s.r.o.	27275281	NEDDY'S s.r.o. v likvidaci	Opravy a údržba motorových vozidel, kromě motocyklů	aktivní	ne	2005			Silvie Lintimerová	45200		2005-07-22
neuv.	s.r.o.	27275141	Daisy kids s.r.o.	Nespecializovaný velkoobchod; Zprostředkování v oblasti maloobchodu	aktivní	ne	2005			Petra Krotilová	46900;47990		2005-08-09
neuv.	s.r.o.	27275027	COMPEDIUM, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Poskytování počítačové infrastruktury, zpracování dat, hosting a související činnosti; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2005	Liberec	46001	Adam Pour	461;63120;74	Liberec	2005-07-19
neuv.	s.r.o.	27274403	NYG.FIN Group s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ne	2005	Liberec	46001	Antonín Nygrín	00;46900;471;620;6820;73110;772;82110;855;90020	Liberec	2005-07-11
neuv.	s.r.o.	27274314	LISTAV Liberec, s.r.o.	Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti; Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti maloobchodu; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ano	2005			Miroslav Hloušek; Daniel Jírovský	68310;702;711;74;4120;461;46900;4778;47990;683		2005-07-14
neuv.	s.r.o.	27273334	ANO Liberec s.r.o.	Výroba ostatních strojů pro speciální účely j. n.; Nespecializovaný velkoobchod	aktivní	ano	2005	Liberec	46001	Kateřina Semančíková; Svatopluk Zástěra	28990;46900	Liberec	2005-07-13
neuv.	s.r.o.	27271293	MIGAPOL s.r.o.	Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2005	Liberec	46007	Gabriel Molnár	45200;461;46900;702;731;74;772	Liberec	2005-06-15
neuv.	s.r.o.	27271161	FININVEST CZ s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2005	Liberec	46312	Zsolt Mészáros	461;702;74	Liberec	2005-05-24
neuv.	s.r.o.	27271072	ttcs s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Činnosti webových vyhledávacích portálů a ostatní informační činnosti; Výzkum a vývoj v oblasti přírodních a technických věd; Reklamní činnosti; Překladatelské a tlumočnické činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání j. n.	aktivní	ne	2005	Liberec	46001	Alena Meurer	461;46900;4778;63990;721;731;74300;821;8559	Liberec	2005-06-15
neuv.	s.r.o.	27269779	SALPRO s.r.o.	Lesnictví a těžba dřeva; Sklenářské, malířské a natěračské práce; Zprostředkování v oblasti maloobchodu; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2005	Liberec	46006	Jana Rimarovičová	02;43341;47990;6820	Liberec	2005-04-27
neuv.	s.r.o.	27267920	S-PLASMA s.r.o.	Výroba nožířských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba kovových výrobků, kromě strojů a zařízení; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Reklamní činnosti; Překladatelské a tlumočnické činnosti	aktivní	ne	2005	Liberec	46001	Karel Kulštein	25610;25620;25720;25730;471;4778;731;74300	Liberec	2005-04-06
neuv.	s.r.o.	27265706	AZ REAL CENTRUM s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí	aktivní	ne	2005	Liberec	46001	Kateryna Kohun; Viktor Kohun	461;46900;471;68310	Liberec	2005-03-09
neuv.	s.r.o.	27264793	DH Development CZ s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Architektonické činnosti	aktivní	ne	2005	Liberec	46015	Dan Šoljak	461;68310;68320;71110	Liberec	2005-02-23
neuv.	s.r.o.	27264343	Allround Service International Consulting s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Překladatelské a tlumočnické činnosti; Činnosti cestovních kanceláří; Ostatní rezervační a související činnosti; Poskytování osobních služeb	aktivní	ano	2005	Liberec	46001	Wolfgang Quilitz	461;46900;471;55109;56100;74300;79120;79901;96090	Liberec	2005-02-21
neuv.	s.r.o.	27264131	R&R wood s.r.o.	Podpůrné činnosti pro lesnictví; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Nespecializovaný velkoobchod; Silniční nákladní doprava; Zprostředkování v oblasti nemovitostí	aktivní	ano	2005	Liberec	46311	Vlastimil Racek	02400;16100;46900;49410;68310	Liberec	2005-02-10
neuv.	s.r.o.	27263321	STAVBY A PROJEKCE s.r.o.	Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Příprava staveniště; Kompletační a dokončovací stavební práce; Zprostředkování v oblasti nemovitostí; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2005	Liberec	46311	Jaroslav Sýkora	4120;431;43120;433;68310;711	Liberec	2005-01-26
neuv.	s.r.o.	27263274	Electromedia, s.r.o.	Velkoobchod	aktivní	ne	2005			Radovan Mls	46		2005-01-26
neuv.	s.r.o.	27263045	RD Services s.r.o.	Výstavba bytových a nebytových budov; Příprava staveniště; Kompletační a dokončovací stavební práce; Truhlářské práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Specializované návrhářské činnosti	aktivní	ano	2005	Liberec	46006	Radek Šulc; Jiří Trojek	4120;43120;433;43320;46900;471;74100	Liberec	2005-01-20
neuv.	s.r.o.	27261352	CPH Property management s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Počítačové programování, poradenství a související činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Činnosti reklamních agentur	aktivní	ne	2005	Liberec	46312	Lukáš Jankovský	00;620;6820;7112;73110	Liberec	2005-01-03
neuv.	s.r.o.	27261247	Euro Crystal s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod	aktivní	ne	2004			Alexandr Falta	00;46900		2004-12-20
neuv.	s.r.o.	27261212	ANK-DENT s.r.o. "v likvidaci"	Zubní péče	aktivní	ne	2004	Liberec	46010	Anna Kovbuz	86230	Liberec	2004-12-21
neuv.	a.s.	27242765	První správní a výrobní Liberec a.s.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2005	Liberec	46001	Martin Chytil	6820	Liberec	2005-05-27
neuv.	a.s.	27162966	Bechtel a.s.	Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Reklamní činnosti; Průzkum trhu a veřejného mínění; Překladatelské a tlumočnické činnosti; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Zprostředkování v oblasti nemovitostí	aktivní	ne	2004	Liberec	46001	Petr Turek	68320;702;711;731;73200;74300;461;46900;47;581;68310	Liberec	2004-07-12
neuv.	s.r.o.	27134881	Axis Central Europe, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání j. n.	aktivní	ne	2004	Liberec	46008	Aleš Barták	461;46900;4778;68310;702;74;8559	Liberec	2004-03-24
